,address,lat,long
441,전남 목포시 고하대로 724,34.8104274,126.375678
442,전남 무안군 무안읍 성동리 712-1,34.9905827,126.481383
443,전남 무안군 무안읍 몽탄로 65,34.9916302,126.4893985
444,전남 보성군 보성읍 보성리 827,34.7701111,127.0792474
445,전라남도 보성군 미력면 가평길 36-17,34.7758583,127.1045625
446,보성군 벌교읍 남하로 12,34.8338452,127.3456593
447,전남 순천시 석현동 36-1,34.9665463,127.4853742
448,전라남도 순천시 순광로 221,34.9647334,127.5437074
449,전라남도 순천시 서문성터길 2,34.9579098,127.4834682
450,전라남도 순천시 조례1길 24(조례동),34.9611351,127.5249267
451,전남 신안군 압해읍 신장리 462-10,34.8334161,126.3513787
452,전라남도 신안군 비금면 송치길 155-11,34.7222702,125.9326075
453,"전남 여수시 시청서4길 47(학동, 여수시보건소)",34.7593213,127.6604011
454,전남  여수시 무선로 95,34.7691121,127.6543239
455,"전남 여수시 좌수영로 49(광무동,전남병원)",34.7450673,127.728018
456,여수시 여천체육공원길 10,34.7612841,127.6749639
457,여수시 쌍봉로 70,34.7661014,127.6634937
458,전라남도 영광군 영광읍 남천리 326-5,35.2744958,126.5041571
459,전남 영광군 영광읍 와룡로 3,35.2844615,126.4989779
460,전남 영광군 영광읍 신남로 265,35.274938,126.510877
461,전남 영암군 영암읍 춘양리 525 영암군보건소 ,34.7950241,126.7040542
462,전남 장흥군 장흥읍 흥성로 49,34.6764798,126.9083724
463,장흥군 장흥읍 흥성로 92,34.6784071,126.9124802
464,전남 진도군 진도읍 남동리 776-26번지,34.4802745,126.2629043
465,전라남도 진도군 남문길 48,34.4824205,126.2640944
466,전남 함평군 함평읍 기각리 253,35.0621687,126.5242175
467,전남 함평군 함평읍 영수길 132,35.061925,126.519875
468,전라남도 해남군 해남읍 해리 186,34.5704451,126.6119355
469,전라남도 해남군 해남읍 해남로 45,34.5717972,126.6127915
470,전라남도 해남군 옥천면 해남로 597,34.5842521,126.6465633
471,전남 화순군 화순읍 삼천리 719번지,35.057365,126.9822307
472,전남 화순군 화순읍 서양로 322,35.0594333,127.0025
473,전남 화순군 화순읍 만연로 31,35.0584189,126.9898844
474,전라남도 곡성군 곡성읍 읍내리 220,35.2788475,127.2969829
475,전남 곡성군 곡성읍 곡성로 761,35.276282,127.2879457
476,전남 구례군 구례읍 동편제길 30,35.2162287,127.4614761
477,구례군 구례읍 동편제길 4,35.2159096,127.4639375
478,전남 완도군 완도읍 죽청리 483-8 완도보건의료원 본관,34.336262,126.7312787
479,완도군읍 청해진동로 63,,
480,전남 장성군 장성읍 영천리 1475-4,35.3045513,126.7824884
481,전남 장성군 장성읍 역전로 171,35.3058681,126.7835665
482,경상북도 경산시 중방동 708-5 (경산시보건소),35.8247747,128.7430653
483,경북 경산시 경안로 11,35.8086667,128.7401
484,경북 경산시 경안로 208,35.8263331,128.7371689
485,경북 경주시 동천동 987,35.8594408,129.224586
486,경북 고령군 대가야읍 지산리 232-8 고령군보건소,35.7251474,128.2649365
487,경북 고령군 대가야읍 중앙로33,35.7299781,128.2721571
488,경북 구미시 지산동 853-12 ,36.1399709,128.3459852
489,경상북도 구미시 1공단로 179,36.1029182,128.3827377
490,경상북도 구미시 신시로10길 12 ,36.1145325,128.3405414
491,경북 군위군 군위읍 군청로 70 군위군보건소 ,36.22966,128.5699046
492,경북 김천시 신음동 1284 ,36.1398727,128.1137757
493,경북 김천시 신음1길 12 ,36.1354003,128.1187923
494,경북 김천시 모암길 24 ,36.1227232,128.1264391
495,경북 문경시 점촌동(점촌1동) 232 문경시보건소,,
496,경북 문경시 당교3길 25,36.58444,128.189225
497,경북 문경시 중앙로 117-18 ,36.5959618,128.1990743
498,경북 봉화군 봉화읍 내성리 285 봉화군보건소,36.8906147,128.7419819
499,봉화군 보밑길3 봉화해성병원,36.8916343,128.7334719
500,경북 상주시 무양동 33-4,36.4164494,128.1501837
501,경북 상주시 상서문로 53,36.4146221,128.1555556
502,경북 상주시 냉림서성길,,
503,경북 구미시 선산읍 동부리 544-1 ,36.2442501,128.2999609
504,경상북도 성주군 성주읍 경산리 436-1,35.9171648,128.2788776
505,경북 안동시 북문동(중구동) 58 안동시보건소,,
506,경북 안동시 앙실로 11 (수상동),36.5467408,128.7010976
507,경북 안동시 서동문로 99 ,36.5672423,128.7228172
508,경상북도 안동시 태사2길 55,36.5682206,128.7321116
509,경북 영덕군 영덕읍 군청길 53,36.4136036,129.3734385
510,영덕읍  영덕로 1621,36.5236797,129.4023435
511,경상북도 영양군 영양읍 동부리 동서대로 82번지,,
512,경북 영주시 휴천동(휴천2동) 466-6 영주시보건소,,
513,영주시 대학로 327,36.8253505,128.603907
514,경북 영천시 문내동 152-1 ,35.9684794,128.9324152
515,영천시 오수1길 10,35.957285,128.913212
516,경북 예천군 예천읍 노상리 125-1 예천군보건소 보건소,36.6576395,128.4529762
517,예천읍 시장로 136,36.6574115,128.458942
518,경북 의성군 의성읍 도서리 104-1 ,36.3458296,128.6974981
519,의성군 의성읍 문소3길 96,36.3544615,128.6946958
520,화양읍 산성강변길 472,35.654342,128.7381579
521,경북 칠곡군 왜관읍 석전2리 262-1,,
522,경북 포항시 남구 인덕동(제철동) 161-1 남구보건소,,
523,경상북도 포항시 남구 대도동 94-8,36.0177085,129.3623017
524,경상북도 포항시 남구 대잠동길 17,36.0159003,129.3399527
525,경북 포항시 북구 장성동 1363,36.0706485,129.3804263
526,경북 포항시 북구 용흥로 36,36.0348814,129.3549409
527,경북 울릉군 울릉읍    울릉순환로 396-18,37.4858819,130.8995259
528,경북 울진군 울진읍 현내항길 71,36.9926961,129.4095737
529,경북 청송군 청송읍 금곡리 1056-54 청송보건의료원,36.430945,129.0526541
530,경북 청송군 진보면 양정길 110,36.5446666,129.0561685
531,경상남도 거제시 양정동 981,34.8919679,128.6367708
532,경남거제시 계룡로5길 14,34.8736095,128.6261659
533,경남거제시 두모길16,34.8719577,128.7220923
534,경남거제시 연초면 거제대로 4477,34.8977185,128.6436423
535,경남 거창군 거창읍 송정리 332-3 보건소,35.6809913,127.8987661
536,경남 거창군 거창읍 중앙로91 거창적십자병원,35.6867599,127.9087378
537,경남 고성군 고성읍 대독리 4 고성군보건소,34.9696033,128.3143107
538,경남 김해시 외동(내외동) 1261-3 김해시 보건소,,
539,경상남도 김해시 분성로 94-8 (외동),35.2307339,128.8570753
540,경상남도 김해시 장유로 167-13 (부곡동),35.2086652,128.8056169
541,경상남도 김해시 김해대로 1814-37 (삼계동),35.2623214,128.8615328
542,경남 남해군 남해읍 북변리 458-1,34.8440981,127.8989546
543,경상남도 남해군 남해읍 화전로 169,34.8464281,127.8942506
544,경남 창원시 마산합포구 해운동   61-1,35.182536,128.5631533
545,창원시 마산회원구 팔용로 158,35.2428774,128.5920245
546,창원시 마산합포구 3.15대로 231,35.1992371,128.5655967
547,창원시 마산합포구 3.15대로 76,35.1863148,128.5616013
548,경남 밀양시 삼문동 159-1 (삼문중앙로41),35.4856185,128.7561277
549,경남 밀양시 삼문중앙로 32,35.4846367,128.7556256
550,경남 사천시 용현면 덕곡리 사천시청 501번지,,
551,경남 사천시 남일로 33(동금동),34.9332698,128.0804186
552,경남 사천시 중앙로136,34.9375065,128.079592
553,경남 양산시 중부동 707-2(삽량로 169),35.3356421,129.0249528
554,신기로 28,37.2192268,127.2055867
555,금오로 20,35.3281501,129.0057274
556,서창로 59,35.4064091,129.1645729
557,경상남도 의령군 의령읍 서동리 534,35.3176464,128.2550147
558,경남 의령군 의령읍 의병로14길 10,35.3185917,128.25865
559,경남 진주시 초전동(초장동) 348-2  1층 진주시보건소,,
560,진주대로885,35.1794723,128.0902544
561,진주시 동진로2,35.1784916,128.0920865
562,진주시 남강로701,35.1918013,128.0882554
563,진주시 진양호로370,35.1853748,128.0693674
564,진주대로829,35.1744787,128.0929554
565,진주시 범골로 17,35.1669658,128.1286241
566,경남 창원시 진해구 풍호동 1 진해보건소,35.1329386,128.7103878
567,경남 창원시 진해구 해원로32번길 13,35.1549332,128.6981494
568,경상남도 창원시 진해구 중원동로 55-1,35.14965,128.6610389
569,경남 창녕군 창녕읍 교리 996-1 창녕군보건소,35.5437092,128.4904258
570,경남 창녕군 창녕읍 교리1길 2,35.5421488,128.493308
571,경남 창원시 의창구 신월동  창원보건소 96-2,,
572,창원시 성산구 삼정자로11,35.1990873,128.7078463
573,창원시 의창구 창이대로 45,35.237293,128.645913
574,창원시 성산구 원이대로 682번길 21,35.2212186,128.6865915
575,경남 통영시 무전동 401-1 통영시보건소,34.859901,128.4320273
576,경남 통영시 중앙로97,34.8423835,128.4198871
577,경남 하동군 하동읍 군청로 31 하동보건소,35.0671663,127.7527475
578,경상남도 하동군 하동읍 화심길 39,35.0830571,127.7385792
579,경상남도 함안군 가야읍 말산리 100번지,35.2755904,128.4103166
580,경남 함안군 칠원읍 용산2길 45-13,35.3089491,128.5156027
581,경남 함양군 함양읍 용평리 630-3 ,35.5195406,127.731701
582,함양군 함양읍 고운로 70,35.520467,127.729213
583,경남 합천군 합천읍 합천리 524-1,35.5678713,128.1568349
584,경상남도 산청군 산청읍 지리 중앙로97,,
585,제주 서귀포시 서홍동 447-3,33.253253,126.5552294
586,제주특별자치도 서귀포시 일주동로 8638,33.2544709,126.5654153
587,제주특별자치도 서귀포시 장수로 47 ,33.2555355,126.5639216
588,제주 서귀포시 대정읍 하모리 767-8 서부보건소,33.2186994,126.2533902
589,제주 제주시 도남동  567-1,33.491728,126.5202252
590,도령로 65,33.489961,126.4850403
591,연신로 52,33.4962868,126.5462386
592,서광로 193,33.500233,126.517062
593,월랑로 91,33.4923256,126.470529
594,제주시 구좌읍 김녕로14길 6,33.5543774,126.7512216
595,제주특별자치도 제주시 한림읍 한림리 966-1번지 (한림리),33.4123807,126.2694597
0,서울 강서구 공항대로 260,37.5572629,126.8362668
1,서울특별시 금천구 시흥대로 244,37.4556869,126.9005836
2,부산 강서구 대저2동 1932-1 강서브라이트센터 보건소,35.1802068,128.9572159
3,부산 북구 금곡대로 348 ,35.2393031,129.0147663
4,대티로 170,35.112774,129.011113
5,대구 남구 현충로 170,35.848107,128.58205
6,대구 수성구 중동 266-5(수성로213) ,35.844684,128.6122139
7,대전광역시 동구 동서대로 1672 ,36.3482369,127.4358
8,대전 유성구 장대동(온천2동) 282-15 유성구보건소 유성구보건소,,
9,경기 과천시 중앙동 과천시청 관문로 69 (중앙동),,
10,경기 안산시 단원구 초지동 666-8 안산시 단원보건소,37.3208689,126.8152042
11,경기 안성시 도기동  67-21,37.0001785,127.2699595
12,수원시 장안구 수성로245번길 69,37.2918917,126.9963375
13,경기 파주시 금촌동(금촌1동) 953-1 파주시보건소 ,,
14,경기도 평택시 중앙로 338,36.9906277,127.1204114
15,경기 화성시 동탄산단7길 60,37.1768036,127.0864232
16,평택시 송탄로 33,37.048256,127.057003
17,강원 영월군 영월읍 하송리 246 영월군 보건소 ,37.184193,128.4633772
18,강원 인제군 인제읍 남북리 789-1 ,38.0633988,128.1687419
19,충북 괴산군 괴산읍 동부리 641 괴산군보건소,36.8079551,127.7963864
20,충북 보은군 보은읍 삼산리 170-2,36.4866021,127.7161941
21,충북 진천군 진천읍 벽암리 570 진천군보건소 본관,36.8605604,127.4395344
22,충북 청원군 남일면 효촌리 92-2,36.5897552,127.5051229
23,충북 청주시 서원구 흥덕로 48,36.6400684,127.4730091
24,충북 충주시 문화동 1655 충주시 건강복지타운 충주시 보건소,36.9712506,127.9280275
25,충북 충주시 국원대로82,36.9793167,127.9290736
26,충남 공주시 교동 120 보건소,36.4572337,127.1207767
27,충남 보령시 남포면 봉덕리 39-1 ,36.3243009,126.6019613
28,"전남 광양시 광양읍 칠성리 70 광양만권경제자유구역청, 광양시제2청사",34.9807071,127.5830551
29,전남 담양군 담양읍 만성리 135,35.3249349,126.9813498
30,전남 무안군 무안읍 성동리 712-1,34.9905827,126.481383
31,전남 무안군 무안읍 몽탄로 65,34.9916302,126.4893985
32,"전남 여수시 시청서4길 47(학동, 여수시보건소)",34.7593213,127.6604011
33,전라남도 영광군 영광읍 남천리 326-5,35.2744958,126.5041571
34,전남 영암군 영암읍 춘양리 525 영암군보건소 ,34.7950241,126.7040542
35,전남 함평군 함평읍 기각리 253,35.0621687,126.5242175
36,전남 구례군 구례읍 동편제길 30,35.2162287,127.4614761
37,전남 장성군 장성읍 영천리 1475-4,35.3045513,126.7824884
38,경북 김천시 신음동 1284 ,36.1398727,128.1137757
39,경북 김천시 신음1길 12 ,36.1354003,128.1187923
40,경북 문경시 점촌동(점촌1동) 232 문경시보건소,,
41,경북 문경시 중앙로 117-18 ,36.5959618,128.1990743
42,경북 영덕군 영덕읍 군청길 53,36.4136036,129.3734385
43,경북 예천군 예천읍 노상리 125-1 예천군보건소 보건소,36.6576395,128.4529762
44,경남 김해시 외동(내외동) 1261-3 김해시 보건소,,
45,경남 진주시 초전동(초장동) 348-2  1층 진주시보건소,,
46,진주시 범골로 17,35.1669658,128.1286241
47,제주특별자치도 제주시 한림읍 한림리 966-1번지 (한림리),33.4123807,126.2694597
